"Date";"Time";"temperature 1 (analog)";"temperature 2 (digital)";"absolute pressure";"relative humidity";"absolute humidity";"mixing ratio";"dewpoint";"frostpoint";"airflow";"fan power"
"2020-10-07";"01:15:00";13.181;13.171;980.546;68.540;7.845;6.646;7.516;0.000;95.963;71.429
"2020-10-07";"01:20:00";13.129;13.079;980.718;69.589;7.939;6.725;7.689;0.000;96.176;71.429
"2020-10-07";"01:25:00";12.851;12.835;980.813;70.638;7.922;6.703;7.642;0.000;92.050;73.016
"2020-10-07";"01:30:00";12.861;12.802;980.874;70.638;7.927;6.707;7.653;0.000;93.824;71.429
"2020-10-07";"01:35:00";12.744;12.726;980.839;71.163;7.928;6.705;7.648;0.000;98.164;71.429
"2020-10-07";"01:40:00";12.796;12.753;980.831;70.638;7.895;6.678;7.590;0.000;96.182;71.429
"2020-10-07";"01:45:00";12.950;12.917;980.781;69.589;7.852;6.646;7.518;0.000;97.161;71.429
"2020-10-07";"01:50:00";13.146;13.110;980.844;68.540;7.828;6.629;7.483;0.000;95.103;71.429
"2020-10-07";"01:55:00";13.250;13.223;980.830;67.491;7.758;6.572;7.356;0.000;93.139;71.429
"2020-10-07";"02:00:00";13.425;13.372;980.798;66.966;7.781;6.596;7.409;0.000;95.699;71.429
"2020-10-07";"02:05:00";13.595;13.549;980.752;65.917;7.740;6.564;7.339;0.000;95.010;74.603
"2020-10-07";"02:10:00";13.599;13.580;980.738;65.917;7.742;6.566;7.343;0.000;90.594;71.429
"2020-10-07";"02:15:00";13.684;13.632;980.694;65.392;7.720;6.550;7.307;0.000;90.413;71.429
"2020-10-07";"02:20:00";13.799;13.759;980.665;65.392;7.775;6.600;7.417;0.000;99.046;71.429
"2020-10-07";"02:25:00";13.892;13.881;980.667;65.392;7.820;6.641;7.505;0.000;88.927;76.190
"2020-10-07";"02:30:00";13.947;13.932;980.641;65.392;7.846;6.664;7.556;0.000;89.691;76.190
"2020-10-07";"02:35:00";13.845;13.816;980.612;66.441;7.922;6.728;7.693;0.000;92.563;74.603
"2020-10-07";"02:40:00";13.787;13.738;980.512;66.966;7.956;6.756;7.754;0.000;97.840;74.603
"2020-10-07";"02:45:00";13.757;13.708;980.430;67.491;8.004;6.797;7.840;0.000;98.407;71.429
"2020-10-07";"02:50:00";13.788;13.784;980.373;66.441;7.894;6.704;7.639;0.000;86.648;73.016
"2020-10-07";"02:55:00";13.941;13.945;980.220;65.917;7.906;6.719;7.668;0.000;86.001;76.190
"2020-10-07";"03:00:00";13.693;13.655;980.207;68.015;8.034;6.823;7.893;0.000;94.774;71.429
"2020-10-07";"03:05:00";13.475;13.463;980.144;69.589;8.111;6.884;8.021;0.000;89.638;73.016
"2020-10-07";"03:10:00";13.316;13.272;980.097;71.688;8.274;7.020;8.306;0.000;100.414;71.429
"2020-10-07";"03:15:00";13.166;13.139;980.079;72.212;8.258;7.003;8.270;0.000;95.129;77.778
"2020-10-07";"03:20:00";12.918;12.891;980.074;73.261;8.251;6.991;8.244;0.000;88.600;71.429
"2020-10-07";"03:25:00";12.855;12.814;980.139;74.835;8.395;7.112;8.496;0.000;98.695;76.190
"2020-10-07";"03:30:00";12.740;12.726;980.391;75.360;8.393;7.106;8.488;0.000;88.888;77.778
"2020-10-07";"03:35:00";12.705;12.659;980.459;76.409;8.492;7.189;8.659;0.000;97.163;77.778
"2020-10-07";"03:40:00";12.536;12.509;980.485;76.409;8.403;7.109;8.495;0.000;95.009;74.603
"2020-10-07";"03:45:00";12.592;12.567;980.437;76.409;8.432;7.136;8.549;0.000;98.229;79.365
"2020-10-07";"03:50:00";12.564;12.508;980.493;74.311;8.188;6.926;8.113;0.000;90.492;74.603
"2020-10-07";"03:55:00";12.609;12.577;980.462;75.360;8.326;7.045;8.362;0.000;95.973;80.952
"2020-10-07";"04:00:00";12.648;12.619;980.497;75.360;8.346;7.062;8.399;0.000;93.405;80.952
"2020-10-07";"04:05:00";12.617;12.588;980.515;75.360;8.330;7.048;8.370;0.000;96.247;80.952
"2020-10-07";"04:10:00";12.538;12.495;980.556;76.934;8.463;7.159;8.599;0.000;97.069;80.952
"2020-10-07";"04:15:00";12.584;12.545;980.515;74.311;8.193;6.930;8.124;0.000;85.956;80.952
"2020-10-07";"04:20:00";12.712;12.664;980.555;73.786;8.204;6.942;8.150;0.000;101.057;84.127
"2020-10-07";"04:25:00";12.662;12.634;980.629;74.835;8.295;7.018;8.310;0.000;92.173;77.778
"2020-10-07";"04:30:00";12.610;12.560;980.613;74.835;8.268;6.994;8.260;0.000;90.936;76.190
"2020-10-07";"04:35:00";12.622;12.555;980.679;74.835;8.274;6.999;8.271;0.000;99.551;76.190
"2020-10-07";"04:40:00";12.641;12.591;980.731;74.835;8.284;7.008;8.289;0.000;98.256;77.778
"2020-10-07";"04:45:00";12.597;12.568;980.815;74.835;8.262;6.987;8.248;0.000;93.017;76.190
"2020-10-07";"04:50:00";12.666;12.643;980.858;73.786;8.177;6.916;8.098;0.000;86.223;74.603
"2020-10-07";"04:55:00";12.858;12.827;980.936;71.688;8.044;6.806;7.868;0.000;86.755;79.365
"2020-10-07";"05:00:00";12.969;12.940;981.028;70.638;7.980;6.754;7.756;0.000;77.476;76.190
"2020-10-07";"05:05:00";12.951;12.910;981.165;71.163;8.030;6.795;7.848;0.000;94.198;74.603
"2020-10-07";"05:10:00";12.965;12.955;981.219;71.688;8.096;6.852;7.968;0.000;90.966;77.778
"2020-10-07";"05:15:00";12.814;12.786;981.300;72.737;8.139;6.884;8.039;0.000;83.571;73.016
"2020-10-07";"05:20:00";12.724;12.673;981.400;73.261;8.152;6.892;8.056;0.000;99.447;73.016
"2020-10-07";"05:25:00";12.757;12.690;981.431;73.261;8.168;6.907;8.088;0.000;100.127;79.365
"2020-10-07";"05:30:00";12.631;12.591;981.487;73.786;8.163;6.899;8.072;0.000;96.590;73.016
"2020-10-07";"05:35:00";12.646;12.572;981.515;74.311;8.229;6.955;8.190;0.000;95.845;73.016
"2020-10-07";"05:40:00";12.584;12.547;981.573;74.311;8.197;6.926;8.130;0.000;93.296;77.778
"2020-10-07";"05:45:00";12.518;12.493;981.760;74.835;8.221;6.944;8.171;0.000;92.010;74.603
"2020-10-07";"05:50:00";12.495;12.473;981.854;75.360;8.267;6.982;8.252;0.000;100.146;71.429
"2020-10-07";"05:55:00";12.556;12.497;981.839;74.835;8.241;6.961;8.207;0.000;94.735;71.429
"2020-10-07";"06:00:00";12.533;12.496;981.929;74.311;8.171;6.900;8.082;0.000;94.020;73.016
"2020-10-07";"06:05:00";12.504;12.474;982.057;74.311;8.157;6.886;8.054;0.000;91.174;71.429
"2020-10-07";"06:10:00";12.503;12.456;982.158;73.786;8.098;6.836;7.948;0.000;90.363;71.429
"2020-10-07";"06:15:00";12.553;12.512;982.232;73.786;8.123;6.858;7.996;0.000;95.522;73.016
"2020-10-07";"06:20:00";12.631;12.605;982.316;73.261;8.105;6.843;7.967;0.000;81.765;71.429
"2020-10-07";"06:25:00";12.728;12.716;982.331;72.212;8.037;6.788;7.848;0.000;93.075;76.190
"2020-10-07";"06:30:00";12.702;12.666;982.263;72.212;8.024;6.777;7.823;0.000;88.645;74.603
"2020-10-07";"06:35:00";12.736;12.732;982.278;72.212;8.041;6.791;7.855;0.000;96.348;79.365
"2020-10-07";"06:40:00";12.777;12.754;982.331;72.212;8.061;6.810;7.895;0.000;82.712;79.365
"2020-10-07";"06:45:00";12.842;12.796;982.327;71.688;8.035;6.789;7.850;0.000;95.308;76.190
"2020-10-07";"06:50:00";12.935;12.880;982.412;70.638;7.959;6.725;7.715;0.000;96.130;77.778
"2020-10-07";"06:55:00";13.003;12.993;982.423;70.638;7.997;6.759;7.788;0.000;87.133;76.190
"2020-10-07";"07:00:00";13.035;12.984;982.492;71.163;8.072;6.824;7.928;0.000;98.615;74.603
"2020-10-07";"07:05:00";13.104;13.090;982.562;70.638;8.051;6.807;7.894;0.000;89.185;74.603
"2020-10-07";"07:10:00";13.107;13.059;982.617;71.163;8.108;6.856;7.998;0.000;91.900;71.429
"2020-10-07";"07:15:00";13.230;13.161;982.654;71.163;8.167;6.908;8.110;0.000;90.156;79.365
"2020-10-07";"07:20:00";13.158;13.104;982.766;71.688;8.194;6.929;8.155;0.000;96.666;74.603
"2020-10-07";"07:25:00";13.149;13.112;982.859;71.688;8.189;6.924;8.146;0.000;101.309;73.016
"2020-10-07";"07:30:00";13.201;13.144;982.863;71.688;8.215;6.948;8.196;0.000;101.415;71.429
"2020-10-07";"07:35:00";13.242;13.213;982.957;71.688;8.236;6.966;8.235;0.000;92.096;71.429
"2020-10-07";"07:40:00";13.451;13.431;982.969;71.163;8.282;7.010;8.327;0.000;91.563;76.190
"2020-10-07";"07:45:00";13.350;13.338;983.003;71.688;8.291;7.015;8.339;0.000;80.379;76.190
"2020-10-07";"07:50:00";13.269;13.218;983.041;72.737;8.371;7.081;8.476;0.000;97.916;77.778
"2020-10-07";"07:55:00";13.252;13.203;983.137;72.737;8.362;7.072;8.459;0.000;99.711;76.190
"2020-10-07";"08:00:00";13.244;13.196;983.160;72.737;8.358;7.068;8.451;0.000;96.889;74.603
"2020-10-07";"08:05:00";13.261;13.207;983.202;72.737;8.367;7.076;8.468;0.000;97.242;74.603
"2020-10-07";"08:10:00";13.248;13.210;983.303;72.737;8.360;7.069;8.455;0.000;92.303;71.429
"2020-10-07";"08:15:00";13.371;13.357;983.317;72.737;8.423;7.126;8.573;0.000;92.816;79.365
"2020-10-07";"08:20:00";13.400;13.372;983.357;72.212;8.378;7.088;8.495;0.000;94.697;77.778
"2020-10-07";"08:25:00";13.466;13.447;983.454;72.212;8.412;7.118;8.558;0.000;89.405;73.016
"2020-10-07";"08:30:00";13.507;13.478;983.490;72.212;8.433;7.137;8.598;0.000;98.069;71.429
"2020-10-07";"08:35:00";13.697;13.657;983.519;71.688;8.471;7.174;8.673;0.000;101.579;71.429
"2020-10-07";"08:40:00";13.802;13.766;983.580;70.638;8.400;7.116;8.555;0.000;102.384;74.603
"2020-10-07";"08:45:00";13.992;13.979;983.615;69.589;8.373;7.096;8.516;0.000;85.910;71.429
"2020-10-07";"08:50:00";14.066;14.033;983.630;68.540;8.284;7.022;8.362;0.000;95.364;73.016
"2020-10-07";"08:55:00";14.266;14.222;983.602;66.441;8.129;6.895;8.095;0.000;96.477;82.540
"2020-10-07";"09:00:00";14.243;14.228;983.689;66.441;8.118;6.883;8.072;0.000;79.808;76.190
"2020-10-07";"09:05:00";14.296;14.249;983.779;66.441;8.144;6.907;8.123;0.000;101.935;73.016
"2020-10-07";"09:10:00";14.347;14.305;983.785;66.441;8.169;6.930;8.172;0.000;96.086;71.429
"2020-10-07";"09:15:00";14.404;14.341;983.818;66.441;8.198;6.956;8.226;0.000;100.725;71.429
"2020-10-07";"09:20:00";14.449;14.404;983.861;65.392;8.091;6.864;8.035;0.000;100.575;71.429
"2020-10-07";"09:25:00";14.564;14.524;983.863;65.392;8.148;6.916;8.143;0.000;101.300;71.429
"2020-10-07";"09:30:00";14.562;14.502;983.846;64.868;8.082;6.859;8.023;0.000;94.219;71.429
"2020-10-07";"09:35:00";14.548;14.506;983.794;64.868;8.074;6.853;8.010;0.000;88.122;73.016
"2020-10-07";"09:40:00";14.569;14.523;983.801;65.392;8.151;6.919;8.149;0.000;90.685;73.016
"2020-10-07";"09:45:00";14.672;14.629;983.803;65.917;8.267;7.022;8.364;0.000;99.694;71.429
"2020-10-07";"09:50:00";14.694;14.681;983.797;65.392;8.212;6.975;8.267;0.000;91.645;73.016
"2020-10-07";"09:55:00";14.761;14.695;983.815;66.441;8.379;7.119;8.566;0.000;101.223;73.016
"2020-10-07";"10:00:00";14.843;14.806;983.861;65.917;8.354;7.100;8.527;0.000;99.553;71.429
"2020-10-07";"10:05:00";14.996;14.953;983.812;65.392;8.365;7.113;8.554;0.000;95.952;74.603
"2020-10-07";"10:10:00";15.015;14.986;983.860;65.392;8.375;7.122;8.573;0.000;98.197;77.778
"2020-10-07";"10:15:00";15.116;15.066;983.939;65.392;8.427;7.169;8.669;0.000;99.040;71.429
"2020-10-07";"10:20:00";15.307;15.274;983.953;64.868;8.456;7.199;8.731;0.000;98.700;71.429
"2020-10-07";"10:25:00";15.421;15.379;983.964;64.868;8.515;7.252;8.839;0.000;97.156;71.429
"2020-10-07";"10:30:00";15.516;15.472;983.937;64.343;8.495;7.237;8.809;0.000;90.386;79.365
"2020-10-07";"10:35:00";15.444;15.456;983.990;63.818;8.389;7.144;8.620;0.000;87.626;73.016
"2020-10-07";"10:40:00";15.280;15.254;983.969;64.868;8.442;7.186;8.705;0.000;91.521;77.778
"2020-10-07";"10:45:00";15.164;15.121;984.043;65.392;8.451;7.190;8.714;0.000;95.317;71.429
"2020-10-07";"10:50:00";15.140;15.134;984.087;64.868;8.371;7.121;8.573;0.000;77.284;74.603
"2020-10-07";"10:55:00";15.071;15.030;984.074;64.868;8.336;7.088;8.506;0.000;86.695;80.952
"2020-10-07";"11:00:00";15.078;14.993;984.112;64.868;8.339;7.091;8.513;0.000;106.854;80.952
"2020-10-07";"11:05:00";15.083;15.026;984.096;64.343;8.275;7.036;8.398;0.000;99.998;82.540
"2020-10-07";"11:10:00";15.201;15.194;984.130;64.518;8.353;7.106;8.543;0.000;92.297;73.016
"2020-10-07";"11:15:00";15.475;15.425;984.126;63.818;8.405;7.157;8.649;0.000;94.773;71.429
"2020-10-07";"11:20:00";15.684;15.653;984.091;61.195;8.162;6.954;8.227;0.000;91.718;77.778
"2020-10-07";"11:25:00";15.575;15.525;984.058;61.720;8.178;6.965;8.250;0.000;96.464;76.190
"2020-10-07";"11:30:00";15.726;15.681;984.033;61.020;8.159;6.953;8.224;0.000;100.522;74.603
"2020-10-07";"11:35:00";15.980;15.957;984.050;58.572;7.953;6.781;7.860;0.000;85.475;71.429
"2020-10-07";"11:40:00";16.030;15.954;983.970;58.572;7.977;6.804;7.907;0.000;103.898;82.540
"2020-10-07";"11:45:00";15.977;15.986;984.021;57.523;7.809;6.657;7.591;0.000;68.491;77.778
"2020-10-07";"11:50:00";16.228;16.200;984.076;55.949;7.711;6.578;7.419;0.000;94.633;79.365
"2020-10-07";"11:55:00";16.333;16.304;984.065;53.851;7.469;6.372;6.958;0.000;91.090;77.778
"2020-10-07";"12:00:00";16.445;16.432;983.990;53.851;7.519;6.418;7.062;0.000;90.631;80.952
"2020-10-07";"12:05:00";16.347;16.291;984.000;54.900;7.621;6.504;7.253;0.000;98.991;80.952
"2020-10-07";"12:10:00";16.667;16.653;984.007;53.851;7.624;6.514;7.275;0.000;82.120;77.778
"2020-10-07";"12:15:00";16.602;16.592;984.133;54.375;7.664;6.546;7.349;0.000;89.826;77.778
"2020-10-07";"12:20:00";16.295;16.242;984.128;55.425;7.670;6.544;7.344;0.000;92.564;80.952
"2020-10-07";"12:25:00";16.021;16.020;984.141;56.474;7.687;6.552;7.363;0.000;87.728;80.952
"2020-10-07";"12:30:00";15.791;15.784;984.196;58.048;7.792;6.637;7.550;0.000;91.078;76.190
"2020-10-07";"12:35:00";15.938;15.937;984.224;58.572;7.933;6.762;7.821;0.000;84.136;77.778
"2020-10-07";"12:40:00";15.680;15.628;984.204;58.572;7.810;6.650;7.578;0.000;90.074;84.127
"2020-10-07";"12:45:00";15.417;15.405;984.250;59.621;7.824;6.656;7.591;0.000;85.487;79.365
"2020-10-07";"12:50:00";15.410;15.351;984.289;60.146;7.890;6.711;7.714;0.000;99.891;82.540
"2020-10-07";"12:55:00";15.350;15.318;984.291;60.146;7.862;6.686;7.658;0.000;94.791;82.540
"2020-10-07";"13:00:00";15.286;15.265;984.288;60.671;7.899;6.717;7.724;0.000;96.364;82.540
"2020-10-07";"13:05:00";15.233;15.224;984.312;60.146;7.806;6.635;7.547;0.000;85.861;79.365
"2020-10-07";"13:10:00";15.347;15.330;984.317;59.621;7.795;6.628;7.533;0.000;93.390;80.952
"2020-10-07";"13:15:00";15.269;15.258;984.305;60.146;7.823;6.650;7.581;0.000;86.283;80.952
"2020-10-07";"13:20:00";15.218;15.167;984.357;61.137;7.927;6.739;7.773;0.000;97.850;77.778
"2020-10-07";"13:25:00";15.344;15.321;984.360;60.146;7.858;6.682;7.651;0.000;91.517;79.365
"2020-10-07";"13:30:00";15.399;15.386;984.355;60.438;7.923;6.739;7.775;0.000;86.436;79.365
"2020-10-07";"13:35:00";15.296;15.271;984.337;60.671;7.904;6.721;7.734;0.000;95.071;82.540
"2020-10-07";"13:40:00";15.511;15.499;984.378;60.146;7.942;6.758;7.816;0.000;90.955;80.952
"2020-10-07";"13:45:00";15.680;15.644;984.393;59.621;7.950;6.769;7.839;0.000;84.776;82.540
"2020-10-07";"13:50:00";15.495;15.471;984.386;60.671;7.997;6.805;7.916;0.000;74.494;74.603
"2020-10-07";"13:55:00";15.477;15.410;984.394;60.146;7.922;6.740;7.777;0.000;96.069;77.778
"2020-10-07";"14:00:00";15.609;15.624;984.397;59.097;7.846;6.678;7.642;0.000;87.477;76.190
"2020-10-07";"14:05:00";15.565;15.538;984.450;59.621;7.895;6.719;7.731;0.000;97.502;79.365
"2020-10-07";"14:10:00";15.546;15.499;984.477;60.146;7.955;6.770;7.842;0.000;99.401;71.429
"2020-10-07";"14:15:00";15.554;15.538;984.484;59.621;7.889;6.713;7.720;0.000;83.961;76.190
"2020-10-07";"14:20:00";15.496;15.475;984.448;60.146;7.931;6.748;7.794;0.000;99.137;80.952
"2020-10-07";"14:25:00";15.199;15.176;984.441;60.671;7.857;6.678;7.643;0.000;78.664;77.778
"2020-10-07";"14:30:00";14.943;14.891;984.446;62.244;7.937;6.740;7.777;0.000;96.218;74.603
"2020-10-07";"14:35:00";14.837;14.821;984.416;62.769;7.952;6.751;7.800;0.000;96.738;73.016
"2020-10-07";"14:40:00";14.836;14.788;984.401;62.244;7.885;6.693;7.675;0.000;91.019;77.778
"2020-10-07";"14:45:00";14.665;14.625;984.482;62.769;7.869;6.675;7.637;0.000;95.884;73.016
"2020-10-07";"14:50:00";14.656;14.615;984.518;63.294;7.931;6.727;7.751;0.000;98.199;77.778
"2020-10-07";"14:55:00";14.612;14.582;984.573;63.294;7.910;6.708;7.710;0.000;93.773;74.603
"2020-10-07";"15:00:00";14.576;14.516;984.633;63.818;7.957;6.748;7.797;0.000;95.569;73.016
"2020-10-07";"15:05:00";14.556;14.532;984.689;63.818;7.948;6.738;7.778;0.000;89.471;74.603
"2020-10-07";"15:10:00";14.513;14.443;984.751;64.343;7.992;6.775;7.857;0.000;102.667;76.190
"2020-10-07";"15:15:00";14.508;14.493;984.806;64.343;7.990;6.772;7.852;0.000;89.580;71.429
"2020-10-07";"15:20:00";14.541;14.521;984.822;63.294;7.875;6.675;7.643;0.000;82.445;73.016
"2020-10-07";"15:25:00";14.532;14.510;984.871;63.818;7.936;6.727;7.755;0.000;89.410;74.603
"2020-10-07";"15:30:00";14.559;14.561;984.899;63.294;7.884;6.682;7.660;0.000;78.472;74.603
"2020-10-07";"15:35:00";14.693;14.653;984.916;63.294;7.949;6.741;7.787;0.000;90.470;76.190
"2020-10-07";"15:40:00";14.705;14.664;984.936;63.294;7.955;6.746;7.798;0.000;95.310;77.778
"2020-10-07";"15:45:00";14.601;14.571;984.969;63.294;7.904;6.700;7.699;0.000;94.717;76.190
"2020-10-07";"15:50:00";14.558;14.514;985.047;64.343;8.014;6.793;7.900;0.000;100.818;71.429
"2020-10-07";"15:55:00";14.559;14.527;985.028;64.343;8.015;6.793;7.901;0.000;89.962;76.190
"2020-10-07";"16:00:00";14.499;14.460;985.100;64.868;8.050;6.822;7.964;0.000;102.740;74.603
"2020-10-07";"16:05:00";14.402;14.363;985.123;65.392;8.068;6.834;7.990;0.000;98.635;71.429
"2020-10-07";"16:10:00";14.418;14.389;985.138;65.392;8.075;6.841;8.004;0.000;95.371;77.778
"2020-10-07";"16:15:00";14.372;14.356;985.126;65.917;8.118;6.876;8.079;0.000;89.352;74.603
"2020-10-07";"16:20:00";14.248;14.208;985.291;66.441;8.120;6.874;8.077;0.000;83.950;74.603
"2020-10-07";"16:25:00";14.218;14.150;985.392;66.441;8.105;6.860;8.049;0.000;98.639;76.190
"2020-10-07";"16:30:00";14.039;13.978;985.458;67.491;8.144;6.888;8.109;0.000;100.175;76.190
"2020-10-07";"16:35:00";13.895;13.855;985.523;68.015;8.135;6.877;8.086;0.000;93.681;74.603
"2020-10-07";"16:40:00";13.798;13.765;985.642;69.064;8.211;6.939;8.219;0.000;99.565;71.429
"2020-10-07";"16:45:00";13.722;13.675;985.702;69.589;8.235;6.957;8.257;0.000;83.834;71.429
"2020-10-07";"16:50:00";13.673;13.619;985.767;70.114;8.272;6.987;8.322;0.000;97.773;74.603
"2020-10-07";"16:55:00";13.626;13.573;985.831;70.114;8.248;6.965;8.277;0.000;96.696;76.190
"2020-10-07";"17:00:00";13.556;13.506;985.951;70.638;8.274;6.985;8.320;0.000;87.949;71.429
"2020-10-07";"17:05:00";13.598;13.568;985.978;70.638;8.296;7.004;8.360;0.000;90.383;77.778
"2020-10-07";"17:10:00";13.646;13.588;985.984;70.638;8.320;7.026;8.405;0.000;97.124;74.603
"2020-10-07";"17:15:00";13.557;13.510;986.026;71.163;8.336;7.037;8.430;0.000;90.910;73.016
"2020-10-07";"17:20:00";13.545;13.506;986.089;71.688;8.392;7.083;8.526;0.000;95.860;73.016
"2020-10-07";"17:25:00";13.570;13.497;986.183;71.688;8.404;7.094;8.551;0.000;100.642;74.603
"2020-10-07";"17:30:00";13.593;13.522;986.237;71.163;8.355;7.052;8.464;0.000;94.078;76.190
"2020-10-07";"17:35:00";13.521;13.474;986.282;71.163;8.318;7.018;8.394;0.000;99.945;77.778
"2020-10-07";"17:40:00";13.556;13.509;986.318;71.163;8.336;7.034;8.428;0.000;96.727;79.365
"2020-10-07";"17:45:00";13.419;13.400;986.300;71.163;8.265;6.971;8.296;0.000;94.571;80.952
"2020-10-07";"17:50:00";13.269;13.221;986.364;72.212;8.311;7.006;8.369;0.000;96.627;76.190
"2020-10-07";"17:55:00";13.252;13.219;986.324;72.212;8.302;6.998;8.353;0.000;75.377;77.778
"2020-10-07";"18:00:00";13.339;13.305;986.333;71.688;8.286;6.986;8.328;0.000;86.084;82.540
"2020-10-07";"18:05:00";13.318;13.299;986.381;71.688;8.272;6.973;8.302;0.000;83.381;80.952
"2020-10-07";"18:10:00";13.215;13.182;986.470;72.212;8.283;6.979;8.316;0.000;97.299;80.952
"2020-10-07";"18:15:00";13.161;13.119;986.542;72.737;8.315;7.006;8.372;0.000;86.351;80.952
"2020-10-07";"18:20:00";13.115;13.126;986.665;72.737;8.291;6.983;8.327;0.000;88.304;79.365
"2020-10-07";"18:25:00";13.048;13.040;986.750;73.261;8.317;7.003;8.369;0.000;87.502;79.365
"2020-10-07";"18:30:00";13.051;12.967;986.823;73.786;8.382;7.058;8.485;0.000;97.441;79.365
"2020-10-07";"18:35:00";12.941;12.938;986.898;73.786;8.321;7.002;8.371;0.000;83.162;77.778
"2020-10-07";"18:40:00";12.912;12.875;986.956;74.311;8.365;7.039;8.448;0.000;92.890;79.365
"2020-10-07";"18:45:00";12.920;12.877;986.991;73.786;8.310;6.992;8.350;0.000;90.842;80.952
"2020-10-07";"18:50:00";12.933;12.855;987.057;74.311;8.376;7.048;8.468;0.000;102.161;80.952
"2020-10-07";"18:55:00";12.851;12.810;987.100;74.311;8.334;7.010;8.389;0.000;92.249;77.778
"2020-10-07";"19:00:00";12.933;12.931;987.173;73.786;8.317;6.997;8.363;0.000;85.803;79.365
"2020-10-07";"19:05:00";12.855;12.836;987.213;74.311;8.336;7.011;8.393;0.000;89.626;82.540
"2020-10-07";"19:10:00";12.953;12.947;987.219;73.786;8.327;7.006;8.382;0.000;85.959;84.127
"2020-10-07";"19:15:00";12.758;12.731;987.376;74.311;8.286;6.965;8.299;0.000;86.879;76.190
"2020-10-07";"19:20:00";12.716;12.679;987.478;74.835;8.323;6.994;8.362;0.000;94.128;73.016
"2020-10-07";"19:25:00";12.812;12.794;987.459;74.311;8.314;6.989;8.351;0.000;94.042;82.540
"2020-10-07";"19:30:00";12.740;12.689;987.503;74.311;8.277;6.955;8.281;0.000;87.478;79.365
"2020-10-07";"19:35:00";12.671;12.637;987.605;74.835;8.299;6.972;8.318;0.000;89.506;79.365
"2020-10-07";"19:40:00";12.608;12.581;987.645;74.311;8.209;6.894;8.154;0.000;101.514;80.952
"2020-10-07";"19:45:00";12.611;12.552;987.715;74.835;8.269;6.944;8.261;0.000;93.934;77.778
"2020-10-07";"19:50:00";12.684;12.609;987.823;74.311;8.248;6.927;8.227;0.000;98.662;79.365
"2020-10-07";"19:55:00";12.629;12.584;987.930;74.311;8.220;6.902;8.174;0.000;88.594;76.190
"2020-10-07";"20:00:00";12.737;12.714;987.955;73.261;8.158;6.852;8.069;0.000;91.760;82.540
"2020-10-07";"20:05:00";12.781;12.793;987.993;73.261;8.181;6.871;8.112;0.000;81.457;80.952
"2020-10-07";"20:10:00";12.708;12.667;988.078;73.786;8.199;6.884;8.140;0.000;88.958;84.127
"2020-10-07";"20:15:00";12.574;12.549;988.218;74.311;8.192;6.874;8.121;0.000;94.927;80.952
"2020-10-07";"20:20:00";12.523;12.435;988.316;74.835;8.224;6.900;8.176;0.000;106.067;84.127
"2020-10-07";"20:25:00";12.446;12.376;988.375;74.835;8.185;6.864;8.101;0.000;94.317;76.190
"2020-10-07";"20:30:00";12.318;12.297;988.419;75.360;8.178;6.855;8.083;0.000;81.549;73.016
"2020-10-07";"20:35:00";12.561;12.551;988.375;74.311;8.185;6.867;8.109;0.000;84.223;79.365
"2020-10-07";"20:40:00";12.488;12.464;988.392;74.311;8.148;6.834;8.038;0.000;94.266;80.952
"2020-10-07";"20:45:00";12.496;12.488;988.362;73.786;8.095;6.790;7.942;0.000;73.758;84.127
