"Date";"Time";"temperature 1 (analog)";"temperature 2 (digital)";"absolute pressure";"relative humidity";"absolute humidity";"mixing ratio";"dewpoint";"frostpoint";"airflow";"fan power"
"2020-10-06";"02:25:00";10.964;10.893;982.566;74.311;7.409;6.211;6.567;0.000;104.020;71.429
"2020-10-06";"02:30:00";11.058;10.978;982.599;73.786;7.400;6.206;6.555;0.000;100.689;71.429
"2020-10-06";"02:35:00";10.745;10.668;982.609;74.835;7.359;6.164;6.458;0.000;102.842;71.429
"2020-10-06";"02:40:00";10.788;10.737;982.628;74.835;7.379;6.181;6.499;0.000;101.155;71.429
"2020-10-06";"02:45:00";10.630;10.544;982.696;75.884;7.408;6.202;6.549;0.000;103.691;71.429
"2020-10-06";"02:50:00";10.691;10.613;982.803;76.409;7.488;6.271;6.709;0.000;103.007;71.429
"2020-10-06";"02:55:00";10.495;10.418;982.841;76.934;7.447;6.231;6.618;0.000;105.550;71.429
"2020-10-06";"03:00:00";10.306;10.250;982.889;77.458;7.409;6.195;6.533;0.000;106.296;71.429
"2020-10-06";"03:05:00";10.222;10.145;982.984;78.507;7.469;6.243;6.647;0.000;105.205;71.429
"2020-10-06";"03:10:00";9.957;9.912;983.058;79.557;7.443;6.215;6.583;0.000;106.069;71.429
"2020-10-06";"03:15:00";10.023;9.958;983.109;79.557;7.475;6.242;6.647;0.000;103.537;71.429
"2020-10-06";"03:20:00";10.061;9.995;983.197;79.557;7.493;6.258;6.685;0.000;105.600;71.429
"2020-10-06";"03:25:00";10.161;10.096;983.255;79.032;7.491;6.258;6.686;0.000;104.754;71.429
"2020-10-06";"03:35:00";10.163;10.115;983.250;79.032;7.492;6.259;6.687;0.000;110.990;77.778
"2020-10-06";"03:40:00";10.200;10.119;983.249;79.032;7.509;6.274;6.723;0.000;103.701;71.429
"2020-10-06";"03:45:00";10.270;10.210;983.328;79.032;7.542;6.304;6.792;0.000;106.286;71.429
"2020-10-06";"03:50:00";10.179;10.132;983.286;79.557;7.549;6.307;6.799;0.000;102.477;71.429
"2020-10-06";"03:55:00";10.280;10.217;983.210;79.032;7.547;6.309;6.801;0.000;102.276;71.429
"2020-10-06";"04:00:00";10.328;10.264;983.275;79.032;7.570;6.329;6.847;0.000;104.535;71.429
"2020-10-06";"04:05:00";10.181;10.103;983.414;79.557;7.550;6.307;6.801;0.000;106.709;71.429
"2020-10-06";"04:10:00";9.835;9.778;983.450;81.131;7.532;6.285;6.750;0.000;105.453;71.429
"2020-10-06";"04:15:00";9.752;9.664;983.465;81.131;7.492;6.249;6.668;0.000;105.970;71.429
"2020-10-06";"04:20:00";9.648;9.595;983.448;81.655;7.491;6.246;6.660;0.000;105.832;71.429
"2020-10-06";"04:25:00";9.677;9.612;983.508;81.655;7.505;6.258;6.689;0.000;106.076;71.429
"2020-10-06";"04:30:00";9.801;9.742;983.435;80.606;7.467;6.229;6.622;0.000;102.930;71.429
"2020-10-06";"04:35:00";9.880;9.820;983.382;81.131;7.554;6.304;6.793;0.000;102.262;71.429
"2020-10-06";"04:40:00";9.732;9.651;983.424;81.655;7.532;6.282;6.744;0.000;106.384;71.429
"2020-10-06";"04:45:00";9.611;9.556;983.440;81.655;7.474;6.231;6.625;0.000;105.442;71.429
"2020-10-06";"04:50:00";9.561;9.498;983.572;82.180;7.498;6.249;6.670;0.000;104.870;71.429
"2020-10-06";"04:55:00";9.471;9.412;983.609;82.704;7.503;6.251;6.674;0.000;105.439;71.429
"2020-10-06";"05:00:00";9.417;9.355;983.579;83.229;7.524;6.268;6.713;0.000;105.689;71.429
"2020-10-06";"05:05:00";9.394;9.321;983.676;83.229;7.514;6.258;6.691;0.000;105.152;71.429
"2020-10-06";"05:10:00";9.445;9.393;983.753;82.704;7.491;6.239;6.649;0.000;103.659;71.429
"2020-10-06";"05:15:00";9.410;9.343;983.754;82.704;7.474;6.224;6.614;0.000;103.968;71.429
"2020-10-06";"05:20:00";9.443;9.393;983.701;82.704;7.490;6.238;6.647;0.000;103.639;71.429
"2020-10-06";"05:25:00";9.537;9.490;983.762;82.180;7.487;6.238;6.646;0.000;103.585;71.429
"2020-10-06";"05:30:00";9.613;9.594;983.814;82.180;7.523;6.270;6.721;0.000;101.955;71.429
"2020-10-06";"05:35:00";9.860;9.815;983.828;81.655;7.593;6.334;6.868;0.000;104.655;71.429
"2020-10-06";"05:40:00";10.175;10.110;983.782;80.606;7.646;6.386;6.986;0.000;103.154;71.429
"2020-10-06";"05:45:00";10.701;10.653;983.751;78.507;7.699;6.443;7.114;0.000;102.911;71.429
"2020-10-06";"05:50:00";10.766;10.712;983.803;78.507;7.731;6.471;7.177;0.000;102.556;71.429
"2020-10-06";"05:55:00";11.177;11.110;983.755;76.934;7.774;6.517;7.279;0.000;102.360;71.429
"2020-10-06";"06:00:00";11.581;11.532;983.769;75.360;7.810;6.557;7.368;0.000;103.399;71.429
"2020-10-06";"06:05:00";11.788;11.745;983.820;75.360;7.911;6.648;7.568;0.000;102.736;71.429
"2020-10-06";"06:10:00";11.923;11.890;983.857;74.311;7.867;6.613;7.493;0.000;101.876;71.429
"2020-10-06";"06:15:00";12.102;12.051;983.850;73.261;7.843;6.597;7.457;0.000;101.811;71.429
"2020-10-06";"06:20:00";12.375;12.347;983.899;72.212;7.863;6.620;7.508;0.000;102.472;71.429
"2020-10-06";"06:25:00";12.854;12.804;983.967;70.114;7.865;6.632;7.536;0.000;102.397;71.429
"2020-10-06";"06:30:00";12.956;12.895;983.925;69.589;7.855;6.627;7.524;0.000;102.637;71.429
"2020-10-06";"06:35:00";12.835;12.784;983.950;70.114;7.856;6.624;7.518;0.000;104.674;71.429
"2020-10-06";"06:40:00";12.937;12.883;984.026;69.589;7.842;6.615;7.499;0.000;105.152;71.429
"2020-10-06";"06:45:00";12.922;12.845;984.088;67.491;7.602;6.409;7.043;0.000;105.769;71.429
"2020-10-06";"06:50:00";13.189;13.142;984.146;67.491;7.728;6.523;7.297;0.000;105.377;71.429
"2020-10-06";"06:55:00";13.594;13.555;984.155;65.392;7.677;6.488;7.221;0.000;101.493;71.429
"2020-10-06";"07:00:00";13.647;13.630;984.133;65.392;7.703;6.511;7.271;0.000;103.975;71.429
"2020-10-06";"07:05:00";13.970;13.924;984.136;62.769;7.542;6.381;6.980;0.000;105.370;71.429
"2020-10-06";"07:10:00";14.092;14.062;984.154;61.720;7.471;6.323;6.849;0.000;101.817;71.429
"2020-10-06";"07:15:00";14.055;14.033;984.187;61.195;7.391;6.254;6.690;0.000;103.356;71.429
"2020-10-06";"07:20:00";14.244;14.198;984.207;59.097;7.221;6.112;6.360;0.000;100.395;71.429
"2020-10-06";"07:25:00";14.387;14.362;984.215;60.146;7.414;6.280;6.751;0.000;101.961;71.429
"2020-10-06";"07:30:00";14.569;14.504;984.211;58.572;7.300;6.187;6.536;0.000;102.498;71.429
"2020-10-06";"07:35:00";14.850;14.812;984.116;58.048;7.363;6.248;6.675;0.000;102.002;71.429
"2020-10-06";"07:40:00";14.760;14.722;984.108;59.097;7.452;6.322;6.845;0.000;100.501;71.429
"2020-10-06";"07:45:00";14.936;14.889;984.096;58.572;7.465;6.338;6.880;0.000;100.464;71.429
"2020-10-06";"07:50:00";15.011;14.987;984.098;58.048;7.436;6.314;6.826;0.000;101.226;71.429
"2020-10-06";"07:55:00";15.151;15.109;984.084;57.523;7.429;6.311;6.819;0.000;100.178;71.429
"2020-10-06";"08:00:00";15.447;15.403;983.998;56.998;7.494;6.374;6.962;0.000;103.976;71.429
"2020-10-06";"08:05:00";15.431;15.385;983.995;55.425;7.280;6.190;6.538;0.000;96.331;71.429
"2020-10-06";"08:10:00";15.330;15.290;983.947;56.998;7.441;6.326;6.852;0.000;101.867;71.429
"2020-10-06";"08:15:00";15.510;15.478;983.961;56.474;7.453;6.341;6.885;0.000;100.096;71.429
"2020-10-06";"08:20:00";15.424;15.380;983.952;56.998;7.484;6.365;6.940;0.000;104.261;71.429
"2020-10-06";"08:25:00";15.419;15.383;983.926;56.998;7.481;6.363;6.935;0.000;99.338;71.429
"2020-10-06";"08:30:00";15.321;15.274;983.944;57.523;7.505;6.381;6.977;0.000;103.944;71.429
"2020-10-06";"08:35:00";15.395;15.370;983.933;57.523;7.539;6.412;7.047;0.000;103.257;71.429
"2020-10-06";"08:40:00";15.458;15.443;983.921;56.998;7.499;6.379;6.972;0.000;98.542;71.429
"2020-10-06";"08:45:00";15.578;15.572;983.846;56.998;7.553;6.429;7.084;0.000;100.855;71.429
"2020-10-06";"08:50:00";15.863;15.859;983.808;56.998;7.685;6.549;7.351;0.000;102.054;71.429
"2020-10-06";"08:55:00";16.271;16.253;983.788;55.949;7.731;6.598;7.460;0.000;101.361;71.429
"2020-10-06";"09:00:00";16.244;16.220;983.822;55.949;7.719;6.587;7.434;0.000;100.382;71.429
"2020-10-06";"09:05:00";16.331;16.266;983.810;56.474;7.832;6.687;7.653;0.000;102.829;71.429
"2020-10-06";"09:10:00";16.675;16.693;983.761;55.891;7.913;6.765;7.821;0.000;102.826;71.429
"2020-10-06";"09:15:00";16.939;16.916;983.761;55.425;7.972;6.823;7.944;0.000;103.598;71.429
"2020-10-06";"09:20:00";17.094;17.076;983.742;54.375;7.894;6.759;7.807;0.000;102.406;71.429
"2020-10-06";"09:25:00";17.164;17.125;983.658;54.375;7.928;6.790;7.873;0.000;91.476;71.429
"2020-10-06";"09:30:00";16.961;16.946;983.636;55.425;7.983;6.833;7.965;0.000;101.435;71.429
"2020-10-06";"09:35:00";16.775;16.763;983.570;56.532;8.052;6.889;8.083;0.000;100.058;71.429
"2020-10-06";"09:40:00";17.221;17.219;983.549;54.375;7.954;6.815;7.925;0.000;101.921;71.429
"2020-10-06";"09:45:00";17.383;17.339;983.493;53.851;7.954;6.819;7.933;0.000;99.989;71.429
"2020-10-06";"09:50:00";17.017;16.943;983.387;55.425;8.010;6.859;8.017;0.000;103.249;71.429
"2020-10-06";"09:55:00";17.485;17.453;983.308;53.851;8.003;6.865;8.028;0.000;101.384;71.429
"2020-10-06";"10:00:00";17.941;17.942;983.346;52.801;8.063;6.928;8.161;0.000;103.837;71.429
"2020-10-06";"10:05:00";17.754;17.696;983.332;52.801;7.974;6.846;7.988;0.000;102.405;71.429
"2020-10-06";"10:10:00";17.863;17.829;983.341;51.752;7.866;6.755;7.794;0.000;98.051;71.429
"2020-10-06";"10:15:00";17.575;17.546;983.371;50.703;7.572;6.493;7.220;0.000;102.213;71.429
"2020-10-06";"10:20:00";17.922;17.888;983.360;50.178;7.654;6.572;7.395;0.000;94.147;71.429
"2020-10-06";"10:25:00";18.049;18.028;983.330;49.654;7.631;6.556;7.358;0.000;99.958;71.429
"2020-10-06";"10:30:00";18.192;18.165;983.263;47.031;7.289;6.263;6.696;0.000;100.742;71.429
"2020-10-06";"10:35:00";18.396;18.369;983.186;46.506;7.296;6.273;6.719;0.000;95.982;71.429
"2020-10-06";"10:40:00";18.541;18.517;983.056;45.515;7.202;6.195;6.538;0.000;99.387;71.429
"2020-10-06";"10:45:00";18.563;18.560;983.004;44.408;7.036;6.052;6.200;0.000;87.056;71.429
"2020-10-06";"10:50:00";18.619;18.582;982.963;44.932;7.143;6.146;6.422;0.000;92.440;74.603
"2020-10-06";"10:55:00";18.549;18.535;982.966;44.932;7.113;6.119;6.358;0.000;100.166;71.429
"2020-10-06";"11:00:00";18.757;18.787;982.891;45.457;7.288;6.276;6.722;0.000;102.970;71.429
"2020-10-06";"11:05:00";18.993;18.941;982.773;44.932;7.302;6.294;6.762;0.000;94.362;71.429
"2020-10-06";"11:10:00";19.160;19.131;982.746;43.358;7.116;6.136;6.394;0.000;94.376;71.429
"2020-10-06";"11:15:00";19.219;19.189;982.667;42.834;7.054;6.084;6.270;0.000;93.639;71.429
"2020-10-06";"11:20:00";19.250;19.217;982.572;41.785;6.894;5.946;5.939;0.000;99.720;71.429
"2020-10-06";"11:25:00";19.268;19.248;982.478;41.785;6.901;5.953;5.955;0.000;95.331;71.429
"2020-10-06";"11:30:00";19.188;19.150;982.458;40.735;6.696;5.773;5.515;0.000;96.500;71.429
"2020-10-06";"11:35:00";19.468;19.414;982.372;41.260;6.895;5.952;5.952;0.000;94.672;71.429
"2020-10-06";"11:40:00";19.348;19.313;982.349;41.260;6.846;5.908;5.843;0.000;99.146;71.429
"2020-10-06";"11:45:00";19.255;19.205;982.277;39.162;6.463;5.572;5.008;0.000;101.595;71.429
"2020-10-06";"11:50:00";19.428;19.405;982.229;38.637;6.441;5.557;4.968;0.000;97.575;71.429
"2020-10-06";"11:55:00";19.698;19.676;982.178;37.588;6.367;5.498;4.814;0.000;101.783;71.429
"2020-10-06";"12:00:00";19.944;19.929;982.130;35.489;6.101;5.271;4.216;0.000;102.440;71.429
"2020-10-06";"12:05:00";20.298;20.307;982.048;36.539;6.410;5.547;4.940;0.000;100.683;71.429
"2020-10-06";"12:10:00";20.934;20.887;981.946;35.489;6.464;5.607;5.092;0.000;104.140;71.429
"2020-10-06";"12:15:00";20.495;20.425;981.912;36.539;6.484;5.617;5.115;0.000;102.799;71.429
"2020-10-06";"12:20:00";20.383;20.325;981.857;34.965;6.164;5.336;4.385;0.000;102.608;71.429
"2020-10-06";"12:25:00";20.225;20.216;981.734;34.965;6.108;5.284;4.246;0.000;94.530;71.429
"2020-10-06";"12:30:00";20.088;20.079;981.606;36.014;6.241;5.398;4.547;0.000;102.552;71.429
"2020-10-06";"12:35:00";20.119;20.100;981.542;37.063;6.432;5.566;4.980;0.000;101.175;71.429
"2020-10-06";"12:40:00";20.783;20.776;981.541;35.489;6.404;5.555;4.952;0.000;102.913;71.429
"2020-10-06";"12:45:00";20.685;20.640;981.497;35.489;6.368;5.521;4.865;0.000;100.455;71.429
"2020-10-06";"12:50:00";20.355;20.360;981.442;34.965;6.154;5.329;4.360;0.000;99.508;71.429
"2020-10-06";"12:55:00";20.247;20.239;981.401;35.489;6.207;5.373;4.477;0.000;101.090;71.429
"2020-10-06";"13:00:00";20.568;20.519;981.304;34.965;6.231;5.400;4.548;0.000;102.336;71.429
"2020-10-06";"13:05:00";20.595;20.600;981.395;35.489;6.335;5.491;4.786;0.000;99.596;71.429
"2020-10-06";"13:10:00";20.253;20.256;981.466;46.856;8.198;7.116;8.524;0.000;100.173;71.429
"2020-10-06";"13:15:00";20.022;20.012;981.506;50.178;8.663;7.518;9.330;0.000;100.148;71.429
"2020-10-06";"13:20:00";19.827;19.791;981.485;50.703;8.653;7.505;9.304;0.000;94.552;71.429
"2020-10-06";"13:25:00";19.522;19.523;981.404;51.752;8.676;7.517;9.327;0.000;99.405;71.429
"2020-10-06";"13:30:00";19.402;19.366;981.403;50.703;8.440;7.307;8.911;0.000;100.626;71.429
"2020-10-06";"13:35:00";19.200;19.194;981.421;51.228;8.427;7.291;8.878;0.000;99.621;71.429
"2020-10-06";"13:40:00";19.303;19.266;981.393;51.752;8.569;7.418;9.131;0.000;98.964;71.429
"2020-10-06";"13:45:00";19.043;19.021;981.271;52.801;8.606;7.444;9.182;0.000;100.703;71.429
"2020-10-06";"13:50:00";18.855;18.809;981.233;53.326;8.596;7.431;9.155;0.000;99.227;71.429
"2020-10-06";"13:55:00";18.609;18.604;981.184;52.277;8.305;7.171;8.632;0.000;97.449;71.429
"2020-10-06";"14:00:00";18.508;18.470;981.147;51.752;8.173;7.053;8.390;0.000;97.444;71.429
"2020-10-06";"14:05:00";18.384;18.357;981.199;52.801;8.277;7.141;8.571;0.000;100.501;71.429
"2020-10-06";"14:10:00";18.182;18.123;981.160;60.146;9.317;8.044;10.322;0.000;98.354;71.429
"2020-10-06";"14:15:00";17.885;17.858;981.054;61.020;9.287;8.011;10.260;0.000;98.315;71.429
"2020-10-06";"14:20:00";17.987;17.981;981.050;60.671;9.290;8.016;10.270;0.000;96.328;71.429
"2020-10-06";"14:25:00";17.915;17.892;980.993;60.146;9.170;7.910;10.071;0.000;98.881;71.429
"2020-10-06";"14:30:00";17.930;17.899;981.019;59.097;9.018;7.777;9.823;0.000;98.872;71.429
"2020-10-06";"14:35:00";17.731;17.692;980.951;59.621;8.991;7.749;9.768;0.000;100.383;71.429
"2020-10-06";"14:40:00";17.653;17.625;980.861;59.097;8.871;7.643;9.562;0.000;99.385;71.429
"2020-10-06";"14:45:00";17.607;17.569;980.960;59.097;8.847;7.620;9.519;0.000;99.067;71.429
"2020-10-06";"14:50:00";17.475;17.446;980.982;59.097;8.777;7.555;9.395;0.000;99.819;71.429
"2020-10-06";"14:55:00";17.580;17.553;981.055;59.097;8.832;7.605;9.493;0.000;100.253;71.429
"2020-10-06";"15:00:00";17.560;17.512;981.077;58.572;8.744;7.527;9.342;0.000;100.231;71.429
"2020-10-06";"15:05:00";17.504;17.473;981.008;58.572;8.715;7.501;9.290;0.000;100.571;71.429
"2020-10-06";"15:10:00";17.634;17.589;980.972;58.048;8.704;7.495;9.278;0.000;101.302;71.429
"2020-10-06";"15:15:00";17.731;17.690;980.935;56.998;8.595;7.404;9.097;0.000;100.758;71.429
"2020-10-06";"15:20:00";17.659;17.637;980.864;56.882;8.541;7.355;8.999;0.000;99.828;71.429
"2020-10-06";"15:25:00";17.625;17.587;980.885;56.998;8.542;7.355;8.998;0.000;100.412;71.429
"2020-10-06";"15:30:00";17.687;17.660;980.922;55.949;8.415;7.246;8.781;0.000;100.539;71.429
"2020-10-06";"15:35:00";17.727;17.694;980.930;55.949;8.436;7.265;8.818;0.000;101.001;71.429
"2020-10-06";"15:40:00";17.681;17.643;980.931;55.425;8.334;7.175;8.636;0.000;100.975;71.429
"2020-10-06";"15:45:00";17.667;17.632;980.921;55.425;8.326;7.168;8.622;0.000;100.909;71.429
"2020-10-06";"15:50:00";17.619;17.558;980.829;55.425;8.303;7.147;8.577;0.000;99.528;71.429
"2020-10-06";"15:55:00";17.516;17.489;980.750;55.425;8.252;7.101;8.482;0.000;100.560;71.429
"2020-10-06";"16:00:00";17.412;17.364;980.638;55.425;8.201;7.055;8.385;0.000;100.459;71.429
"2020-10-06";"16:05:00";17.260;17.241;980.681;56.998;8.358;7.187;8.657;0.000;101.195;71.429
"2020-10-06";"16:10:00";17.124;17.097;980.667;58.572;8.519;7.324;8.933;0.000;100.686;71.429
"2020-10-06";"16:15:00";17.014;16.963;980.712;59.621;8.615;7.404;9.094;0.000;100.599;71.429
"2020-10-06";"16:20:00";16.953;16.930;980.646;61.195;8.810;7.573;9.423;0.000;100.795;71.429
"2020-10-06";"16:25:00";16.905;16.873;980.575;61.720;8.860;7.615;9.505;0.000;101.449;71.429
"2020-10-06";"16:30:00";16.892;16.874;980.511;62.244;8.928;7.675;9.619;0.000;101.111;71.429
"2020-10-06";"16:35:00";16.912;16.877;980.416;62.769;9.014;7.751;9.763;0.000;100.806;71.429
"2020-10-06";"16:40:00";16.892;16.843;980.389;63.294;9.079;7.807;9.869;0.000;100.426;71.429
"2020-10-06";"16:45:00";16.854;16.798;980.304;64.051;9.167;7.883;10.011;0.000;100.986;71.429
"2020-10-06";"16:50:00";16.737;16.705;980.310;64.868;9.218;7.925;10.089;0.000;100.490;71.429
"2020-10-06";"16:55:00";16.731;16.698;980.227;65.392;9.289;7.987;10.204;0.000;100.691;71.429
"2020-10-06";"17:00:00";16.707;16.671;980.107;65.917;9.351;8.041;10.301;0.000;101.077;71.429
"2020-10-06";"17:05:00";16.620;16.584;980.049;66.441;9.376;8.061;10.336;0.000;100.646;71.429
"2020-10-06";"17:10:00";16.375;16.343;980.008;67.491;9.385;8.062;10.338;0.000;99.347;71.429
"2020-10-06";"17:15:00";16.215;16.180;979.968;68.540;9.439;8.106;10.417;0.000;100.610;71.429
"2020-10-06";"17:20:00";16.122;16.082;979.969;69.064;9.458;8.119;10.442;0.000;101.012;71.429
"2020-10-06";"17:25:00";16.051;16.017;979.863;69.064;9.418;8.083;10.374;0.000;100.678;71.429
"2020-10-06";"17:30:00";16.067;15.996;979.808;69.589;9.499;8.154;10.503;0.000;101.429;71.429
"2020-10-06";"17:35:00";16.018;15.986;979.675;69.064;9.399;8.067;10.343;0.000;100.365;71.429
"2020-10-06";"17:40:00";16.002;15.971;979.700;70.114;9.533;8.183;10.554;0.000;100.155;71.429
"2020-10-06";"17:45:00";16.035;15.983;979.707;69.064;9.409;8.076;10.359;0.000;101.175;71.429
"2020-10-06";"17:50:00";16.002;15.945;979.722;69.589;9.462;8.121;10.441;0.000;101.166;71.429
"2020-10-06";"17:55:00";15.947;15.903;979.699;69.589;9.430;8.092;10.389;0.000;100.359;71.429
"2020-10-06";"18:00:00";15.900;15.852;979.613;70.114;9.474;8.130;10.456;0.000;101.443;71.429
"2020-10-06";"18:05:00";15.873;15.830;979.659;70.114;9.459;8.115;10.430;0.000;100.201;71.429
"2020-10-06";"18:10:00";15.861;15.824;979.598;70.114;9.452;8.109;10.418;0.000;100.402;71.429
"2020-10-06";"18:15:00";15.826;15.784;979.529;70.114;9.432;8.092;10.385;0.000;100.912;71.429
"2020-10-06";"18:20:00";15.749;15.722;979.518;70.638;9.458;8.113;10.423;0.000;101.142;71.429
"2020-10-06";"18:25:00";15.730;15.691;979.571;70.638;9.447;8.102;10.405;0.000;100.290;71.429
"2020-10-06";"18:30:00";15.745;15.713;979.510;70.638;9.456;8.110;10.419;0.000;102.121;71.429
"2020-10-06";"18:35:00";15.806;15.747;979.412;70.638;9.491;8.144;10.478;0.000;99.971;71.429
"2020-10-06";"18:40:00";15.769;15.724;979.408;70.638;9.470;8.124;10.443;0.000;103.274;71.429
"2020-10-06";"18:45:00";15.760;15.702;979.417;70.114;9.395;8.058;10.322;0.000;101.085;71.429
"2020-10-06";"18:50:00";15.724;15.675;979.402;70.114;9.374;8.039;10.287;0.000;101.376;71.429
"2020-10-06";"18:55:00";15.736;15.708;979.349;70.638;9.446;8.103;10.403;0.000;99.732;71.429
"2020-10-06";"19:00:00";15.673;15.613;979.299;70.638;9.415;8.075;10.350;0.000;102.275;71.429
"2020-10-06";"19:05:00";15.511;15.468;979.325;71.163;9.392;8.050;10.306;0.000;100.656;71.429
"2020-10-06";"19:10:00";15.415;15.354;979.230;71.163;9.338;8.001;10.214;0.000;101.607;71.429
"2020-10-06";"19:14:55";15.326;15.290;979.140;71.688;9.356;8.015;10.238;0.000;99.771;71.429
"2020-10-06";"19:20:00";15.308;15.258;979.187;72.212;9.414;8.065;10.330;0.000;99.887;71.429
"2020-10-06";"19:25:00";15.208;15.165;979.065;72.212;9.358;8.013;10.234;0.000;101.822;71.429
"2020-10-06";"19:30:00";15.121;15.077;979.111;72.737;9.376;8.027;10.259;0.000;104.227;71.429
"2020-10-06";"19:35:00";15.127;15.092;979.090;72.562;9.356;8.010;10.228;0.000;104.084;71.429
"2020-10-06";"19:40:00";15.077;15.009;979.075;73.261;9.418;8.062;10.324;0.000;104.468;71.429
"2020-10-06";"19:45:00";14.857;14.805;979.083;74.311;9.426;8.063;10.326;0.000;103.759;71.429
"2020-10-06";"19:50:00";14.758;14.710;979.164;74.835;9.436;8.068;10.335;0.000;104.750;71.429
"2020-10-06";"19:55:00";14.751;14.690;979.278;74.835;9.432;8.063;10.328;0.000;104.145;71.429
"2020-10-06";"20:00:00";14.579;14.524;979.427;76.409;9.529;8.141;10.474;0.000;105.187;71.429
"2020-10-06";"20:05:00";14.316;14.253;979.480;77.458;9.506;8.113;10.424;0.000;103.843;71.429
"2020-10-06";"20:10:00";14.221;14.173;979.595;77.983;9.515;8.117;10.433;0.000;101.622;71.429
"2020-10-06";"20:15:00";14.191;14.175;979.705;77.458;9.434;8.045;10.302;0.000;102.170;71.429
"2020-10-06";"20:20:00";14.120;14.089;979.687;77.458;9.393;8.008;10.234;0.000;98.664;71.429
"2020-10-06";"20:25:00";14.048;14.010;979.627;77.458;9.352;7.971;10.164;0.000;101.155;71.429
"2020-10-06";"20:30:00";14.058;13.993;979.576;77.458;9.357;7.976;10.173;0.000;101.899;71.429
"2020-10-06";"20:35:00";13.940;13.886;979.558;77.983;9.352;7.969;10.160;0.000;99.906;71.429
"2020-10-06";"20:40:00";13.729;13.666;979.576;79.557;9.419;8.020;10.255;0.000;101.932;71.429
"2020-10-06";"20:45:00";13.552;13.496;979.591;80.081;9.378;7.980;10.181;0.000;98.712;71.429
"2020-10-06";"20:50:00";13.396;13.367;979.549;80.081;9.289;7.899;10.029;0.000;100.969;71.429
